StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-22 23:30:26,2025-04-22 23:38:08,0,100,461,1,2025-04-22 23:38:09,R_4mmFTzXi9R6HqBc,anonymous,EN,1,3,2,,,,,"1,3,4",,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,"1,3",1,,4,1,1,4,2,1,"3,4,10",Dirt Jump Bike,"2,5,6,1",Allowed me to explore nature of UAE,2,,"1,5,7",,,,,,,,,,3,"14,13",Wadi Showka,,,,,,,,,,,,,2,"1,2,3",,"2,9,4,5,8",Shorter routes for cycling lanes,7,2,,3,,,1,4,77,10,,1,8,12,8,,,,,,,Beautiful views and dedicated lanes,more dedicated and shaded lanes will help,,,,,,,,,,,4
2025-04-22 23:34:25,2025-04-22 23:38:17,0,100,231,1,2025-04-22 23:38:18,R_4f7CdyBH59i44HW,anonymous,EN,1,1,1,3,,3,"1,2,3,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,1,1,1,1,,"2,5",,,,"1,6,7",,5,"11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,2,,7,,,3,,,1,5,188,10,,1,8,12,6,The dunes at Wathba,More cycle tracks,,,,,,,,,,,,,,,,,4
2025-04-22 23:35:14,2025-04-22 23:46:04,0,100,649,1,2025-04-22 23:46:05,R_4IacIKZmji5H5qh,anonymous,EN,1,1,1,"1,2,3",,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,2,2,1,3,3,1,"1,3,8",,"2,5,7",,"2,4,5,6,7",,"1,4,5,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9,3,4,5",,1,2,,2,1,,1,5,138,8,,1,4,17,7,Safe and more cycling friendly tracks,Safety,,,,,,,,,,,,,,,,,4
2025-04-22 23:35:17,2025-04-22 23:46:46,0,100,688,1,2025-04-22 23:46:47,R_4isNEKwEb2vANHF,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,3,1,3,1,1,3,,"2,5,6",,"2,5,6,7",,"1,4,5,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,1,8,,"1,9,3,6",,1,2,,2,6,,1,4,138,9,,3,2,11,5,safety and good cycling tracks,More cycling paths and and tracks,,,,,,,,,,,,,,,,,4
2025-04-22 23:41:49,2025-04-22 23:49:49,0,100,480,1,2025-04-22 23:49:50,R_9MncvOAFZy7BJHI,anonymous,EN,1,1,1,"3,4,6",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,4,1,,4,1,1,4,1,1,"1,3,10",TT bike,"2,6,1",Stress relief,6,,"1,5,6,7",,1,"11,12,13",Al Qudra,,,,,,,,,,,,,,,,,,,,,"1,5","1,3,5",,"2,9,4,5,6",,7,3,No vehicle driver awareness and driving too fast for satefy,2,"3,7","People do not drive safely and drive too fast, they use their phones while driving and are not aware of cyclists on the road. Way to dangerous to even attempt to ride on the roads in the UAE. ",2,5,162,9,,1,7,4,6,"The cycle tracks make it safe, however, there could be more water points available. ","Beginner workshops for new cyclists, regular meet ups with dedicated team leaders. If you knew you were safe cycling on the roads here it would be a great way to get around Abu Dhabi. The cycle paths available are too full of pedestrians and people who are unaware of cyclists that makes it dangerous for riders and pedestrians. Longer cycle tracks would be great. ",,,,,,,,,,,,,,,,,4
2025-04-22 23:44:51,2025-04-22 23:50:10,0,100,318,1,2025-04-22 23:50:11,R_9NvNDde95Aafqbn,anonymous,EN,1,3,1,4,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,1,1,1,"1,10",TT bike,"2,5",,7,,"1,6,7",,,,,,,,,,3,7,,,,,,,,,,,,,,1,"1,3",,"2,4",,7,,,2,6,,2,3,123,9,,1,6,7,10,,,,,,,,,,,,,,,,,,,4
2025-04-22 23:46:29,2025-04-22 23:52:59,0,100,390,1,2025-04-22 23:53:00,R_4giIdsBXjf7w1pM,anonymous,EN,1,1,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,13,,4,1,1,3,4,1,1,,"2,6",,6,,"1,5,6,7",,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,"1,5",,"1,2,9,4,5",,7,1,,2,"1,6",,1,4,138,9,,1,5,11,9,The free bike circuits and bike lanes this amazing country offers!!!,Affordability and better work-life balance,,,,,,,,,,,,,,,,,4
2025-04-22 23:46:44,2025-04-22 23:53:06,0,100,382,1,2025-04-22 23:53:07,R_90qJtfgtwcJNq53,anonymous,EN,1,3,1,"3,4",,4,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,"1,3",7,,3,1,1,1,1,1,10,TT bike,2,,"2,6",,5,,,,,,,,,,1,"7,14",,,,,,,,,,,,,,"1,2","1,2,4",,"1,2,9",,7,1,,2,1,,1,4,83,10,,1,6,9,10,,,,,,,The accessibility,More cycling lanes around town,,,,,,,,,,,4
2025-04-22 23:49:26,2025-04-22 23:55:00,0,100,334,1,2025-04-22 23:55:01,R_91hGxw8eNbR8bH8,anonymous,EN,1,3,1,3,,5,"1,2,3,4,10,11,12",,,,,,,,,,,,,1,1,,4,1,1,4,4,1,1,,2,,,,"1,6",,,,,,,,,,1,7,,,,,,,,,,,,,,1,1,,1,,7,1,,2,"1,6",,1,5,187,10,,1,7,26,6,,,,,,,Al Qudra,Better parking at Al Qudra,,,,,,,,,,,4
2025-04-22 23:48:36,2025-04-22 23:58:23,0,100,587,1,2025-04-22 23:58:25,R_4kOhpYu6dmg8Bqb,anonymous,EN,1,3,1,1,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,3,4,1,3,3,1,3,,"2,5",,7,,"1,6,7",,,,,,,,,,1,"7,13",Long distance to other Emirates,,,,,,,,,,,,,"1,2,5","1,3,5",,"2,5,7",,3,1,,2,"1,2,3,6",,1,3,77,9,,1,4,13,7,,,,,,,The routes I take are not travelled by most people. So I get a view and an experience that almost no one has. Plus I like the fact that I need to take care of myself as some points in trip take me to remote locations,More inner city cycling paths connecting residential and commercial areas.,,,,,,,,,,,4
2025-04-22 23:41:54,2025-04-23 00:03:42,0,100,1308,1,2025-04-23 00:03:43,R_9kLL9GMU2aklC0m,anonymous,EN,1,1,1,"1,3",,4,"2,3,4,9,10,11",,,,,,,,,,,,,"3,4",7,,4,3,1,3,4,1,1,,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,1,"1,2,5",,"1,2,9,3,4,5,6",,1,1,,2,"1,2",,2,5,138,9,,1,2,21,9,i feel safe,to have more bicycle lanes and affordable bikes,,,,,,,,,,,,,,,,,4
2025-04-22 23:51:58,2025-04-23 00:07:57,0,100,959,1,2025-04-23 00:07:58,R_9Kx2sNFy9Jwlb9Y,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,3,1,"1,3",,"2,5,6",,"2,4,6",,"4,5",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,1,9,"Non of above ","2,9,6",,1,1,,2,6,,1,5,77,9,,1,7,30,4,,,,,,,"The nature with beautiful build track ","Safe cycling dedicated track on every road so that who ever wish to use cycle as a mode of transport can able to use ",,,,,,,,,,,4
2025-04-23 00:01:45,2025-04-23 00:10:21,0,100,515,1,2025-04-23 00:10:21,R_429J0KeWA7ixpJf,anonymous,EN,1,3,1,4,,1,"1,2,3,4,5,6,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,1,2,1,1,"1,3",,"2,6",,"5,6,7",,"1,6,7",,,,,,,,,,1,"7,14,13","JUMEIRAH golfer estate. ",,,,,,,,,,,,,"1,6",5,,"1,9,4,6",,1,,,2,"3,6",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23 00:04:25,2025-04-23 00:10:52,0,100,386,1,2025-04-23 00:10:53,R_4pFMPvTOXEd3mjD,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,1,4,1,1,,"2,5,6",,"2,6,7",,"1,4,5,6,7",,,,,,,,,,1,"6,7,14",,,,,,,,,,,,,,"1,2",1,,"2,9,5,6",,7,1,,3,,,1,4,137,12,,1,4,8,10,,,,,,,"Feeling very safe, big comunity",Just needs more promotion,,,,,,,,,,,4
2025-04-23 00:07:03,2025-04-23 00:13:33,0,100,389,1,2025-04-23 00:13:34,R_9mk21YksEeS54hq,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,3,1,1,1,3,1,"1,3",,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"3,7,14",,,,,,,,,,,,,,"1,2","1,2,3",,"2,9,4",,7,,,2,6,,1,4,162,8,,1,6,18,8,,,,,,," The cycling community as a whole is pretty amazing and really good cycling tracks.","The current cycling infrastructure is good with Meydan, Al Qudra etc but it could be more connected to make commuting easier and safer.",,,,,,,,,,,4
2025-04-22 23:28:47,2025-04-23 00:14:22,0,100,2735,1,2025-04-23 00:14:23,R_900FapXR96zvWdn,anonymous,EN,1,4,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,3,1,"1,3",,"2,5,6",,,,"1,6,7",,,,,,,,,,,,,5,13,"NAS, Mushriff, Qudra",,,,,,,,,,"1,2","1,5",,"2,4,5",,7,2,,2,"2,3,6",,1,4,77,10,,1,3,21,10,,,,,,,,,,,,,,,,,,,4
2025-04-23 00:08:29,2025-04-23 00:14:32,0,100,363,1,2025-04-23 00:14:33,R_4rTM7D8twNv6DCa,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,2,3,1,"1,3",,6,,2,,"1,6,7",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,"1,2,7",7,,"2,9,6",,7,,,2,"1,2,3",,1,6,187,9,,1,8,5,4,,,,,,,Clubs,Indoor track,,,,,,,,,,,4
2025-04-22 23:37:53,2025-04-23 00:14:48,0,100,2215,1,2025-04-23 00:14:48,R_7rZEGlqxEjvB1YH,anonymous,EN,1,3,1,"1,3",,3,"1,2,11,12",,,,,,,,,,,,,1,7,,4,1,1,4,1,1,1,,2,,2,,1,,,,,,,,,,1,"6,7",,,,,,,,,,,,,,"1,4","1,3,5",,"1,2,9",,7,3,Too far,3,,,1,4,162,9,,1,3,6,10,,,,,,,The safety on the roads,Open roads,,,,,,,,,,,4
2025-04-23 00:07:37,2025-04-23 00:15:27,0,100,470,1,2025-04-23 00:15:28,R_44oB6nRnkjDPjdk,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,1,1,"1,3",,"2,5,6",,"2,6,7",,"1,4,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,1,"1,8",,8,"NONE, AlQudra is a paradise for cyclists",7,3,Safety on roads,3,,,1,6,83,10,,1,7,20,4,,,,,,,Safety and dedicated cycle tracks kept pristine!,"Cycling days and/or easy challenges ",,,,,,,,,,,4
2025-04-23 00:15:18,2025-04-23 00:19:43,0,100,264,1,2025-04-23 00:19:44,R_8FhqG0deNZGwabh,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,2,7,,4,1,1,4,4,1,1,,"2,4,5,6",,"2,5,6",,"1,5,7",,2,"3,11",,,,,,,,,,,,,,,,,,,,,,1,"1,2,3",,"2,9,6",,7,,,2,"1,7",Heat,1,5,187,9,,1,7,46,8,,,,,,,,,,,,,,,,,,,4
2025-04-23 00:06:32,2025-04-23 00:20:07,0,100,815,1,2025-04-23 00:20:08,R_46alI0EV7hVeBw2,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",1,,4,1,1,4,1,1,"1,3",,"2,5,6",,,,6,,,,,,,,,,3,"16,6,8",,,,,,,,,,,,,,"1,2,7,3,6,4","3,5,8",,"4,6",,1,1,,2,6,,1,5,162,10,,1,7,25,7,,,,,,,Spoilt with dedicated cycling areas / lanes. Smooth road surfaces. Can do it with my kids (at the moment before they leave home).,"Unfortunately amongst cyclists, there is a bit of ""road rage"", generally a lot of cyclists have no clue about cycling, however buy top-notch kit, and they magically become experts. Put them in a bunch. On a narrow cycle path, and you have a lot of entitled people being overly aggressive with other cyclists on the road. Remove this behaviour, and more people will feel less threatened by supposed expert cyclists (yelling at others to get out of the way, stay clear, etc.). Education of said experts, should work.",,,,,,,,,,,4
2025-04-23 00:11:55,2025-04-23 00:23:51,0,100,715,1,2025-04-23 00:23:52,R_4YpEeSv9D1gsj4d,anonymous,EN,1,3,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,4,4,1,"1,3",,"2,5,6",,"2,6",,"1,7",,,,,,,,,,2,"7,8,14",,,,,,,,,,,,,,1,"2,3,5",,"2,4,6",,1,1,,2,"3,6",,1,4,77,9,,1,5,16,10,,,,,,,,,,,,,,,,,,,4
2025-04-23 00:16:12,2025-04-23 00:25:02,0,100,529,1,2025-04-23 00:25:02,R_8QyBBkwHwEIiwQ8,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,3,4,1,1,,"2,5,6",,"2,6,7",,"1,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,"1,2","1,5,8",,"1,2,9,6",,1,3,School is far,3,,,1,6,83,10,,2,8,12,7,,,,,,,Dedicated Cycle tracks like Al Qudra and DXBike,Road closures for non competitive rides,,,,,,,,,,,4
2025-04-23 00:19:22,2025-04-23 00:26:05,0,100,402,1,2025-04-23 00:26:06,R_4Puhe4MPT1hAT6S,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,2,4,1,1,,"2,5,6",,"2,4,5,6,7",,"1,5,6,7",,2,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,2,3",,"1,2,9,4",,7,,,3,,,1,7,10,9,,1,7,21,10,,,,,,,,,,,,,,,,,,,5
2025-04-23 00:12:12,2025-04-23 00:26:28,0,100,856,1,2025-04-23 00:26:29,R_8ple0xtIfve8Stn,anonymous,EN,1,1,1,"1,3,4,5",I love cycling and the feeling of freedom it gives me and I find it medatative.,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,4",12,At my age it's necessary -- keeps me feeling younger.,4,1,1,4,4,1,"1,10",Tandem,"2,1","I've been cycling most of my life -- since I was 12, now 68","2,6",,"6,7",,1,"5,11,13",Eastern Mangroves corniche,,,,,,,,,,,,,,,,,,,,,"1,2",9,"Can't commute to work because there is no cycle access over the bridge to Saddiyat ","9,8",Get pedestrians and runners off cycle paths -- or at least get them running against the oncoming traffic and make them aware that they need to be seen -- black clothing and no HiVis makes them invisible.,7,,,2,6,,1,7,187,10,,1,7,13,7,Not really applicable.  I would ride wherever I am and whatever the weather.,Joined up cycle paths -- one's without high kerbs and trees that are at face level when the wind blows which is the majority of the time.,,,,,,,,,,,,,,,,,4
2025-04-22 23:27:13,2025-04-23 00:28:38,0,100,3685,1,2025-04-23 00:28:39,R_4e4St0Rembt8b05,anonymous,EN,1,3,1,"1,3",,5,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,2,1,1,3,1,1,1,,2,,"2,5",,"1,5,6,7",,,,,,,,,,3,"7,14",,,,,,,,,,,,,,"1,2","3,4,5",,"2,9,3,4,5",,1,2,,2,"1,3,5,6",,1,4,77,10,,1,8,19,9,,,,,,,"Safety ","Community ride ",,,,,,,,,,,4
2025-04-23 00:22:35,2025-04-23 00:29:52,0,100,437,1,2025-04-23 00:29:53,R_4dTqbtrtR7AE7U5,anonymous,EN,1,3,1,1,,7,"1,2,10,11,12",,,,,,,,,,,,,"1,3",7,,3,4,3,3,4,1,5,,8,,,,"5,7",,,,,,,,,,1,13,Al Garhoud,,,,,,,,,,,,,"1,2,7,3,6","2,4,5",,"2,3,4,7",,3,1,,3,,,1,3,95,9,,1,3,31,7,,,,,,,"The community ","Have more places that rent bicycles in more areas at a affordable price ",,,,,,,,,,,4
2025-04-23 00:26:13,2025-04-23 00:34:11,0,100,477,1,2025-04-23 00:34:12,R_8esDI83Qy02q5oB,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,1,1,4,4,1,"1,3",,"2,6",,"2,4,6",,"5,7",,,,,,,,,,3,"7,8,14",,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9,6",,,1,,2,"3,6",,1,4,154,9,,1,5,13,8,,,,,,,"Freedom , fitness",more cycling paths and roads,,,,,,,,,,,4
2025-04-23 00:04:07,2025-04-23 00:36:01,0,100,1914,1,2025-04-23 00:36:02,R_98B41XU3hK1fxni,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,2,1,1,3,3,1,"1,10",TT,"2,5,6",,"2,5,6",,"1,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,"1,4","1,3,5",,"2,5,6",,1,3,There is no cycling track from Palm Jumeirah,2,"1,3,6",,1,4,144,10,,1,7,8,10,,,,,,,"dedicated cycling tracks, great community","more tracks, better weather, more social and sport events",,,,,,,,,,,4
2025-04-23 00:29:56,2025-04-23 00:38:20,0,100,503,1,2025-04-23 00:38:21,R_4tfs9lEBgSlZUHv,anonymous,EN,1,3,1,3,,5,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,1,4,1,3,,2,,,,"4,5,7",,,,,,,,,,3,13,Dubai Hills,,,,,,,,,,,,,"2,7,3","1,3,5",,"2,9,4,5,6",,7,3,"Too far, roads are not safe",3,,,1,4,162,10,,1,8,45,8,,,,,,,The safety and that you can ride in winter. The Dubai Hills park is beautiful,Having cycle tracks closer by. Driver being more cautious on the road,,,,,,,,,,,4
2025-04-23 00:20:55,2025-04-23 00:39:32,0,100,1117,1,2025-04-23 00:39:33,R_9rNQXxGfUUIgvH1,anonymous,EN,1,3,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",1,,4,1,1,3,3,1,1,,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,14,,,,,,,,,,,,,,"1,2","1,3,5",,"2,9,4",,7,3,No safe cycling lanes to get them to school,2,"1,3,6,7","No Fast cycling lanes, Car Polution, Safety & Weather especially in summer",1,6,64,9,,1,7,25,6,,,,,,,"The chance to cycle on a safe track Dxb Loop Meydan, where i meet many like minded people that become friends.","More community tracks specific to cycling, where beginners can enjoy peaceful riding and to introduce more professional tracks that also offer the facility for fast groups to ride 40km+ without scaring or being scared from beginners. So safer cycling tracks by levels.",,,,,,,,,,,4
2025-04-23 00:33:44,2025-04-23 00:39:57,0,100,372,1,2025-04-23 00:39:57,R_4r7hjE891EzJfrv,anonymous,EN,1,3,1,"3,4,6",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",1,,4,1,1,4,4,1,10,S-works Venge 2020 🎉,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"16,7,13",Springs Boon Loop,,,,,,,,,,,,,1,"1,2,3",,"1,9,4",,6,3,Vehicles!!,3,,,1,5,187,10,,7,8,16,7,,,,,,,"The weather and the Qudra track ","Awareness - mental health, physical health",,,,,,,,,,,4
2025-04-23 00:36:00,2025-04-23 00:42:34,0,100,394,1,2025-04-23 00:42:35,R_9pnXriOWtVF24VW,anonymous,EN,1,3,1,"1,3,4,6",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",7,,4,1,1,4,4,1,"1,3",,"2,5,6",,2,,"6,7",,,,,,,,,,1,7,,,,,,,,,,,,,,"1,2","1,3,5",,"1,2,9,5,6",,7,1,,2,"1,6",,1,4,187,7,,1,7,12,8,,,,,,,"Living in Mira and being on the cycle track so able to ride from home without the need to drive anywhere. ",Linking all the communities together with cycle tracks/paths,,,,,,,,,,,4
2025-04-23 00:35:23,2025-04-23 00:46:21,0,100,657,1,2025-04-23 00:46:22,R_9Kw6LHekpBqhEND,anonymous,EN,1,3,1,"1,3",,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,3,1,4,1,1,1,,"2,6",,"2,5,7",,"1,4,5,6,7",,,,,,,,,,1,7,,,,,,,,,,,,,,"1,2","1,3,6",,"1,2,9,4,5,6",,1,1,,2,1,,1,4,52,9,,1,7,20,8,,,,,,,long cycling tracks,Festivals and group rides,,,,,,,,,,,4
2025-04-23 00:33:54,2025-04-23 00:51:42,0,100,1068,1,2025-04-23 00:51:43,R_9RJi9ryGYPc1jot,anonymous,EN,1,1,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",12,"I love bikes and the exercise is beneficial to my health ",4,1,1,4,4,1,"1,2",,"2,6",,7,,"1,5,6,7",,1,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,3,5",,"1,2,9,3,4,5,6",,1,,,2,7,"Retired ",1,6,162,7,,6,8,14,6,"No rain and Al Wathba track is a dream for me, I love it!!","Access to decent quality affordable bikes and gear and safe places to ride ",,,,,,,,,,,,,,,,,4
2025-04-23 00:52:40,2025-04-23 00:58:30,0,100,350,1,2025-04-23 00:58:31,R_4rNTZuYEdxxm982,anonymous,EN,1,3,1,"1,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",1,,3,1,1,3,1,1,1,,"2,5,6",,"6,7",,"1,6",,,,,,,,,,2,"7,14",,,,,,,,,,,,,,"1,2,7","1,3,4",,"1,2,9",,7,2,,3,,,1,4,17,7,,1,7,45,8,,,,,,,"Nice social expat/local community 
Great atmosphere 
Great tracks","More events ",,,,,,,,,,,4
2025-04-23 01:01:07,2025-04-23 01:14:53,0,100,826,1,2025-04-23 01:14:54,R_9ma8ExDsUMJl24I,anonymous,EN,1,3,1,"1,3",,5,"1,2,3,4,11,12",,,,,,,,,,,,,"1,4",1,,3,2,1,4,2,1,2,,"2,5,1",An activity with my son,2,,,,,,,,,,,,3,13,"In the community ",,,,,,,,,,,,,"2,3,6","1,2,9","On tracks, groups that ride professionally often exceed the track speed like meydan","9,3,6",,7,3,The school is far for a bike,2,"2,3,7","Sweating ",1,4,86,10,,1,7,12,7,,,,,,,"When the weather is good: good infrastructure at certain areas, various bike brands , affordable ","Better cycling path for daily life, it will encourage me to do more regular stuff with a bike and family. Cycling paths are confined to certain communities and areas. ",,,,,,,,,,,4
2025-04-23 01:04:40,2025-04-23 01:16:36,0,100,715,1,2025-04-23 01:16:36,R_4TnpVJkAM49kOgQ,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,1,1,1,3,4,1,1,,"2,4,7",,"2,5,7",,"1,4",,3,"9,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3,5",,"1,2,4",,1,1,,2,"1,6",,1,5,186,10,,1,7,41,4,"Cycling Track ","Groups rides and social activities ",,,,,,,,,,,,,,,,,4
2025-04-23 01:12:34,2025-04-23 01:19:31,0,100,417,1,2025-04-23 01:19:33,R_9EN03OPH3FoLPdp,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,6,10,11,12",,,,,,,,,,,,,1,7,,4,4,1,4,4,1,"1,2",,"2,6",,"5,6",,"4,5,7",,,,,,,,,,3,"16,7,13",Jumeirah Islands,,,,,,,,,,,,,"1,6","1,3,9",Speed bumps on the roa,"1,2,9,3,4",,7,,,3,,,1,7,187,6,,6,7,41,7,,,,,,,Nice way to get fit outdoors,More cycle tracks and lanes,,,,,,,,,,,4
2025-04-23 01:03:46,2025-04-23 01:21:54,0,100,1088,1,2025-04-23 01:21:56,R_8aeVMmZP0vHOnqF,anonymous,EN,1,3,1,2,,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,8,,4,1,1,3,1,1,"1,3",,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"3,6,14",,,,,,,,,,,,,,1,"1,2,3",,"1,2,9",,"1,7",1,,2,6,,1,4,138,9,,1,1,14,8,,,,,,,Enjoy in riding it helps to my healthy lifestyle in riding a cycle everyday,Ride in dubai safe riding cities,,,,,,,,,,,4
2025-04-23 01:10:30,2025-04-23 01:22:18,0,100,708,1,2025-04-23 01:22:19,R_4O8IDFIEFBlbAKW,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",13,,4,1,1,4,3,1,"1,2,3",,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"4,7,14",,,,,,,,,,,,,,"1,2,7","1,3,5",,"1,2,9,4,6",,"1,3",1,,2,1,,1,6,138,8,,1,8,18,7,,,,,,,Safe and carefree,"Aside from less carbon footprint print, will improve health and camaraderie ",,,,,,,,,,,4
2025-04-23 01:15:53,2025-04-23 01:22:45,0,100,411,1,2025-04-23 01:22:45,R_41ttm1XRfqB2llL,anonymous,EN,1,1,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,4,1,1,"1,3",,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"3,8,11",,,,,,,,,,,,,,,,,,,,,,"1,2,7,3,6,4,5","4,5,8",,"4,6",,1,1,,3,,,1,4,138,12,,1,2,19,10,"Safety ",Additional cycling tracks and events,,,,,,,,,,,,,,,,,4
